year,municipio,geoid,total_population,total_population_moe,total_population_16plus,total_population_16plus_moe,total_housing_units,total_housing_units_moe,unemployment_rate_pct,unemployment_rate_moe,labor_force_participation_pct,labor_force_participation_moe,median_income_nominal,median_income_real,median_income_moe,cpi,total_population_25plus,hs_graduate_pct,hs_graduate_count,hs_graduate_moe,bachelors_plus_pct,bachelors_count,doctorate_count,doctorate_moe,establishment_count,uninsured_pct,uninsured_moe,poverty_rate_pct,unemployment_rate_pct.1,per_capita_income,no_hs_diploma_pct,under_18_pct,over_65_pct,disability_pct,single_parent_pct,minority_pct,limited_english_pct,multi_unit_housing_pct,mobile_homes_pct,crowding_pct,no_vehicle_pct,group_quarters_count,pct_group_quarters,lat,lon,max_wind_knots,max_seismic_mag,target_pop_change,vulnerability_index
2014,Utuado,72141,32086,0,25699,107,13413,163,32.7,0,38.4,0,15291,21096.5,946,236.72,21333,65.6,5785,479.3099206,17.8,3795,104,73.0,185.0,91.4,1.5,54.03,32.66,7642,35.42,23.13,17.28,18.52,13.77,99.74,19.98,2.99,0.15,5.51,21.05,110,0.34,18.2655,-66.7005,0.0,0.0,-1.5555487374589672,2.3331498834333337
2015,Utuado,72141,31474,0,25352,107,13361,143,28.8,0,37.8,0,15725,21669.02,905,237.0,21149,67.0,5890,483.8646505,17.6,3725,123,82.0,186.0,7.6,1.5,52.31,28.78,7717,34.04,22.59,18.04,17.4,12.02,99.72,20.51,3.04,0.14,4.57,19.16,109,0.35,18.2655,-66.7005,45.0,0.0,-1.9073739325562555,1.7441292553637795
2016,Utuado,72141,30869,0,25097,86,13368,177,29.1,0,37.7,0,15875,21601.95,1114,240.01,21033,68.5,6136,482.1140944,17.8,3747,102,73.0,182.0,6.0,1.4,52.21,29.07,7841,32.51,21.9,18.91,17.52,11.35,99.63,0.0,2.81,0.19,3.66,17.36,102,0.33,18.2655,-66.7005,0.0,0.0,-1.9222215161720735,1.433049051498165
2017,Utuado,72141,30209,0,24695,116,13315,231,30.0,0,38.0,0,15931,21225.74,1104,245.12,20879,70.4,6119,559.1511424,18.0,3750,105,88.0,176.0,6.0,1.4,53.01,30.0,8140,30.65,21.24,19.79,17.44,11.73,99.55,0.0,2.79,0.27,3.25,17.39,95,0.31,18.2655,-66.7005,135.0,0.0,-2.1380673167255226,1.3896007011421379
2018,Utuado,72141,29402,0,24206,106,13328,180,29.4,0,38.3,0,16533,21503.35,1087,251.1,20635,72.8,6264,515.0242713,18.1,3741,101,79.0,174.0,6.3,1.6,51.98,29.37,8639,28.28,20.49,20.69,18.06,11.78,99.45,0.0,2.86,0.26,2.93,16.02,93,0.32,18.2655,-66.7005,0.0,0.0,-2.6713893210632556,0.9453838513048569
2019,Utuado,72141,28676,0,23794,88,13240,188,31.0,0,37.9,0,15399,19671.73,1325,255.65,20417,72.2,5859,507.5923561,18.7,3826,109,89.0,176.0,6.8,1.4,52.6,31.01,8683,28.81,19.78,21.58,19.79,11.3,99.47,0.0,2.49,0.48,2.9,17.33,94,0.33,18.2655,-66.7005,0.0,5.0,-2.46921978096728,1.2064625935196909
2020,Utuado,72141,28041,0,23520,80,13375,234,33.3,0,38.6,0,15021,18951.4,1394,258.86,20272,72.4,5677,457.8318469,19.3,3911,114,90.0,189.0,7.1,1.4,54.35,33.33,8918,28.67,18.92,22.65,20.11,12.9,99.42,0.0,2.67,0.58,2.82,17.88,93,0.33,18.2655,-66.7005,45.0,6.4,-2.2143953131538607,1.472720991555169
2021,Utuado,72141,28585,0,24129,98,13306,210,31.9,0,39.0,0,15812,19057.25,1182,270.97,20883,73.5,5504,547.7271218,21.1,4402,107,89.0,210.0,6.4,1.3,54.6,31.87,9462,27.48,18.22,23.53,20.09,11.31,99.13,0.0,2.62,0.42,2.71,17.64,92,0.32,18.2655,-66.7005,0.0,4.2,1.940016404550482,1.3012845861361697
2022,Utuado,72141,28155,0,23956,83,13346,405,30.5,0,39.9,0,17164,19156.02,1711,292.63,20839,73.3,5500,541.3834131,22.3,4639,83,58.0,228.0,6.4,1.3,53.7,30.54,10708,27.69,17.5,24.49,22.64,11.72,98.61,16.03,2.79,0.29,3.35,15.99,144,0.51,18.2655,-66.7005,75.0,4.22,-1.504285464404409,0.9467606068663733
2023,Utuado,72141,27896,0,23874,124,13285,399,26.7,0,40.1,0,17624,18889.83,1547,304.7,20872,74.9,5565,558.4129296,22.7,4747,63,57.0,237.0,5.1,1.3,53.49,26.75,10916,26.08,16.89,25.33,22.1,12.24,98.73,17.09,2.21,0.65,3.82,14.51,164,0.59,18.2655,-66.7005,0.0,4.5,-0.9199076540578943,0.4711887726480654
2024,Utuado,72141,27621,0,23824,136,13624,362,21.2,0,42.4,0,20800,21654.67,1109,313.7,20880,77.4,5584,529.060488,22.0,4587,107,77.0,,5.2,1.2,50.31,21.21,12937,23.61,16.29,26.19,20.68,12.8,98.82,18.94,2.91,0.47,4.2,12.38,188,0.68,18.2655,-66.7005,0.0,4.4,-0.9858044164037905,-0.39254982872425
2011,Vega Alta,72143,39906,0,30557,134,15182,225,22.4,0,42.5,0,17072,24788.53,1067,224.92,25302,40.5,5919,456.1501946,17.1,4318,66,49.39635614,386.0,0.0,0.0,52.07,22.36,8895,40.35,26.51,13.26,0.0,14.81,98.28,28.05,6.61,0.27,9.02,19.0,511,0.0,18.4119,-66.3314,70.0,0.0,0.24869997739092042,2.310914449803154
2012,Vega Alta,72143,39913,0,30786,146,15196,230,19.5,0,39.6,0,17616,25058.9,1542,229.59,25510,60.1,5243,438.3206589,17.4,4450,56,52.0,439.0,0.0,0.0,49.91,19.53,9109,40.75,26.0,13.77,20.45,13.97,98.09,28.94,5.99,0.18,7.88,18.39,537,1.35,18.4119,-66.3314,0.0,0.0,0.01754122187140883,1.4911112349740563
2013,Vega Alta,72143,39856,0,31008,133,15582,239,21.5,0,40.2,0,18184,25493.16,1596,232.95,25675,59.2,5362,546.0,17.5,4505,54,38.0,425.0,92.8,1.2,50.57,21.46,9257,41.63,25.44,14.29,19.15,15.18,98.39,29.46,6.04,0.07,8.52,17.72,683,1.71,18.4119,-66.3314,0.0,0.0,-0.142810613083455,1.6579658579228183
2014,Vega Alta,72143,39670,0,31039,119,15930,255,19.5,0,40.4,0,17944,24756.75,1163,236.72,25793,61.6,5761,557.1687357,17.3,4475,84,77.0,410.0,93.4,1.1,50.9,19.5,10072,39.25,24.83,14.93,16.85,15.89,98.82,28.6,6.27,0.06,8.05,17.18,758,1.91,18.4119,-66.3314,0.0,0.0,-0.466680048173429,1.3929793234702694
2015,Vega Alta,72143,39319,0,30998,134,16084,285,21.7,0,40.4,0,18016,24826.02,1334,237.0,25806,65.0,5896,563.7277712,18.4,4753,136,74.0,394.0,5.7,1.0,50.31,21.69,9918,35.82,24.27,15.52,16.46,15.82,98.87,30.13,6.49,0.0,7.5,16.39,883,2.25,18.4119,-66.3314,0.0,0.0,-0.8847995966725475,1.1219517423435705
2016,Vega Alta,72143,39018,0,30937,144,16128,277,21.0,0,40.4,0,18312,24918.1,1258,240.01,25906,66.7,6199,565.9796816,19.4,5033,186,126.0,393.0,5.3,1.0,48.66,21.02,10448,34.17,23.56,16.19,16.68,15.41,98.87,0.0,5.6,0.14,6.65,16.47,895,2.29,18.4119,-66.3314,0.0,0.0,-0.7655332027772799,0.8589371779831322
2017,Vega Alta,72143,38589,0,30865,155,16090,310,21.5,0,39.6,0,18053,24052.99,1218,245.12,25927,69.8,7029,679.4880426,19.6,5078,256,132.0,408.0,5.0,1.0,50.59,21.52,10492,31.06,22.85,16.85,15.87,15.32,99.09,0.0,5.84,0.38,6.67,15.82,938,2.43,18.4119,-66.3314,150.0,0.0,-1.099492541903735,0.7134723497894734
2018,Vega Alta,72143,37724,0,30407,156,15992,356,20.4,0,40.5,0,18895,24575.44,1162,251.1,25650,73.1,7249,688.8809767,21.0,5399,387,190.0,407.0,4.9,1.1,47.75,20.35,11678,27.69,22.15,17.6,17.59,13.57,99.03,0.0,5.42,0.68,5.25,15.53,782,2.07,18.4119,-66.3314,0.0,4.4,-2.241571432273448,0.14481922414731876
2019,Vega Alta,72143,37106,0,30291,99,15935,300,21.6,0,43.0,0,20048,25610.68,1547,255.65,25564,73.0,7049,722.9287655,22.2,5673,424,197.0,407.0,5.5,1.2,45.87,21.55,11735,27.83,21.34,18.29,20.37,14.47,99.12,0.0,5.6,0.68,5.31,15.28,692,1.86,18.4119,-66.3314,0.0,0.0,-1.6382143993213916,0.0002651280427888596
2020,Vega Alta,72143,36559,0,30127,129,16003,310,19.7,0,45.6,0,20809,26253.89,1332,258.86,25513,74.0,7252,698.8461919,23.0,5864,444,198.0,409.0,5.7,1.3,45.25,19.72,13439,26.82,20.54,19.0,23.05,14.11,99.19,0.0,6.05,0.78,5.2,14.69,455,1.24,18.4119,-66.3314,45.0,0.0,-1.4741551231606698,-0.34200833645644463
2021,Vega Alta,72143,35728,0,29794,101,16019,284,21.2,0,46.4,0,21828,26307.98,1113,270.97,25251,75.4,7350,703.8870648,22.0,5560,399,180.0,412.0,5.5,1.5,44.96,21.22,14645,25.46,19.71,19.56,24.61,13.46,99.62,0.0,7.08,0.65,6.21,14.09,444,1.24,18.4119,-66.3314,0.0,0.0,-2.273038102792746,-0.4957778035214984
2022,Vega Alta,72143,35279,0,29659,107,16136,545,21.6,0,48.7,0,24778,27653.68,1463,292.63,25230,76.6,7155,645.7011693,22.7,5726,405,189.0,440.0,4.8,1.1,42.28,21.57,16582,24.26,18.93,20.34,26.47,13.52,99.58,38.25,7.53,0.46,6.07,13.49,381,1.08,18.4119,-66.3314,75.0,0.0,-1.2567174205105225,-0.849958190259634
2023,Vega Alta,72143,35114,0,29802,112,16323,452,19.4,0,48.4,0,25235,27047.48,1745,304.7,25380,78.2,6898,652.1847898,24.7,6277,275,152.0,450.0,4.3,1.3,41.26,19.45,17637,22.69,18.23,20.98,24.71,14.15,99.73,33.48,8.29,0.19,5.54,12.64,293,0.83,18.4119,-66.3314,0.0,0.0,-0.4677003316420514,-1.1949561137715423
2024,Vega Alta,72143,34921,0,29787,149,17058,434,15.5,0,47.7,0,25538,26587.35,2380,313.7,25492,80.7,7175,671.4052428,25.7,6559,302,164.0,,4.1,1.1,40.8,15.49,18289,20.18,17.56,21.59,22.32,13.27,99.68,31.93,8.51,0.18,5.07,11.22,226,0.65,18.4119,-66.3314,0.0,0.0,-0.5496383208976496,-1.7086756316568228
2011,Vega Baja,72145,59995,0,46476,149,23534,253,15.3,0,35.2,0,16249,23593.53,946,224.92,38668,33.5,6206,514.0671162,17.4,6744,194,104.4844486,424.0,0.0,0.0,52.39,15.29,8864,43.39,25.78,14.14,0.0,11.87,98.11,35.89,3.43,0.03,4.68,21.34,261,0.0,18.4438,-66.3874,70.0,0.0,-0.7296975312727549,2.472700854484059
2012,Vega Baja,72145,59444,0,46327,149,23424,243,12.7,0,34.5,0,16462,23417.32,991,229.59,38677,56.6,5828,526.2109843,17.6,6801,159,97.0,391.0,0.0,0.0,51.45,12.73,8681,43.95,25.14,14.71,22.16,11.76,98.15,36.54,3.72,0.09,4.61,19.89,275,0.46,18.4438,-66.3874,0.0,0.0,-0.9184098674889563,1.622489161067135
2013,Vega Baja,72145,58782,0,46196,146,24024,306,13.4,0,34.9,0,16453,23066.37,856,232.95,38620,53.8,4764,489.4588849,18.2,7025,150,100.0,385.0,92.8,1.0,50.65,13.36,9017,46.79,24.47,15.34,21.58,12.13,97.6,37.54,3.99,0.09,4.15,18.86,304,0.52,18.4438,-66.3874,0.0,0.0,-1.113653186192043,1.7269133331715778
2014,Vega Baja,72145,57915,0,45820,160,24607,272,12.2,0,34.2,0,16625,22936.97,837,236.72,38470,53.2,4372,492.1483516,19.1,7330,77,47.0,384.0,92.8,1.0,50.36,12.19,9145,47.32,23.72,16.04,20.45,12.35,97.21,38.86,4.3,0.22,4.03,18.58,319,0.55,18.4438,-66.3874,0.0,0.0,-1.4749413085638485,1.6871563910682958
2015,Vega Baja,72145,56858,0,45494,161,24765,220,15.2,0,35.4,0,16948,23354.31,1234,237.0,38165,56.1,4665,553.2820257,20.0,7640,107,80.0,374.0,7.0,1.2,48.54,15.19,9102,44.49,23.02,16.72,21.38,11.24,96.59,38.11,3.97,0.27,4.33,18.62,331,0.58,18.4438,-66.3874,0.0,0.0,-1.8250884917551558,1.483375607074216
2016,Vega Baja,72145,55866,0,45100,195,24739,253,17.3,0,37.8,0,17634,23995.51,1230,240.01,37969,58.1,5198,585.2119274,20.7,7867,219,144.0,393.0,6.9,1.3,46.01,17.29,9632,42.42,22.22,17.51,23.88,12.06,96.75,0.0,3.59,0.39,4.21,18.05,318,0.57,18.4438,-66.3874,0.0,0.0,-1.7446973161208579,1.143080020014729
2017,Vega Baja,72145,54754,0,44583,201,24648,258,16.8,0,38.4,0,18900,25181.49,1219,245.12,37675,63.5,6811,675.6626377,20.2,7627,284,168.0,383.0,7.2,1.3,43.79,16.75,10197,37.05,21.49,18.29,22.18,10.62,96.88,0.0,3.18,0.38,3.56,16.74,312,0.57,18.4438,-66.3874,150.0,0.0,-1.9904772133318982,0.46046770702499057
2018,Vega Baja,72145,53371,0,43815,195,24596,283,18.8,0,40.2,0,19096,24836.87,1063,251.1,37239,68.9,8571,786.0184476,20.7,7715,240,143.0,386.0,7.2,1.2,45.3,18.82,10601,31.67,20.64,19.07,22.41,11.54,97.23,0.0,3.37,0.51,4.25,15.86,308,0.58,18.4438,-66.3874,0.0,4.4,-2.5258428607955574,0.13625490779089516
2019,Vega Baja,72145,52192,0,43310,174,24612,281,17.4,0,41.7,0,19617,25060.09,1054,255.65,36914,71.6,9681,759.3846193,21.2,7834,292,142.0,406.0,9.5,1.5,45.18,17.42,11116,29.02,19.83,19.88,21.79,12.41,97.04,0.0,3.5,0.44,4.67,14.69,315,0.6,18.4438,-66.3874,0.0,0.0,-2.2090648479511366,-0.25913865012371234
2020,Vega Baja,72145,51089,0,42737,150,24677,271,18.1,0,42.9,0,20126,25392.17,1276,258.86,36640,73.6,10459,743.7533193,21.7,7948,283,156.0,434.0,9.6,1.7,45.66,18.06,11444,27.02,19.0,20.69,22.19,13.58,97.36,0.0,3.87,0.48,4.39,13.98,327,0.64,18.4438,-66.3874,45.0,0.0,-2.113350705088901,-0.4368925847480009
2021,Vega Baja,72145,54544,0,45974,184,24695,300,17.6,0,43.1,0,21507,25921.1,1165,270.97,39632,76.1,11932,711.5195008,22.7,8988,208,120.0,448.0,9.6,1.4,43.36,17.6,12361,24.43,18.22,21.41,20.31,13.03,98.0,0.0,4.13,0.59,4.93,13.15,318,0.58,18.4438,-66.3874,0.0,0.0,6.762708215075652,-0.8523139207225492
2022,Vega Baja,72145,54182,0,45969,201,25206,584,16.3,0,44.1,0,23701,26451.69,1606,292.63,39853,76.7,11653,859.7889276,25.1,10001,171,98.0,438.0,9.4,1.7,43.21,16.34,14818,23.8,17.46,22.2,21.72,12.66,98.21,29.26,4.18,0.67,6.21,13.06,307,0.57,18.4438,-66.3874,75.0,0.0,-0.6636843649163948,-1.0194575429476311
2023,Vega Baja,72145,54058,0,46109,178,25767,614,13.4,0,43.0,0,23877,25591.94,1367,304.7,40183,77.5,11614,848.872193,24.9,10025,177,102.0,457.0,10.0,1.6,42.28,13.42,15647,23.03,16.8,22.87,21.45,13.94,98.56,29.97,4.59,0.49,5.65,11.83,290,0.54,18.4438,-66.3874,0.0,0.0,-0.22885829242184075,-1.4101324720641364
2024,Vega Baja,72145,53892,0,46353,206,27010,639,11.0,0,43.6,0,24244,25240.18,1840,313.7,40481,78.9,11038,908.0550644,25.9,10478,280,142.0,,6.9,1.2,41.06,11.02,16650,21.67,16.17,23.57,21.86,13.58,99.52,27.81,4.76,0.45,4.87,11.48,332,0.62,18.4438,-66.3874,0.0,0.0,-0.30707758333641255,-1.7597558046850046
2011,Vieques,72147,9318,0,7321,66,4640,170,11.3,0,47.3,0,16769,24348.57,1639,224.92,6168,45.4,1956,281.2774431,13.7,844,0,130.1076477,99.0,0.0,0.0,46.29,11.27,8417,43.0,24.21,19.05,0.0,13.75,96.08,26.04,2.11,1.4,17.54,31.57,12,0.0,18.1261,-65.44,65.0,4.0,0.05368839256951752,2.986751384017792
2012,Vieques,72147,9293,0,7358,60,4544,159,12.7,0,47.0,0,16598,23610.78,1948,229.59,6213,59.7,2095,295.6771888,10.1,630,0,18.0,101.0,0.0,0.0,45.31,12.66,8209,43.78,23.61,19.55,12.04,11.23,96.97,27.05,1.32,1.5,15.68,28.07,10,0.11,18.1261,-65.44,0.0,4.1,-0.2682979180081535,2.372220364739628
2013,Vieques,72147,9273,0,7338,77,4792,164,10.1,0,46.3,0,17355,24330.94,2223,232.95,6243,61.8,2259,360.7228853,10.6,664,0,18.0,101.0,93.2,2.8,43.19,10.13,8370,41.69,23.24,20.18,9.68,9.98,96.87,21.47,1.23,2.15,14.43,26.28,2,0.02,18.1261,-65.44,0.0,0.0,-0.21521575379317426,1.8089285212427906
2014,Vieques,72147,9217,0,7336,74,4977,152,14.3,0,45.2,0,18179,25080.98,3241,236.72,6286,63.7,2371,388.3104428,11.2,705,11,18.0,105.0,93.3,2.9,41.55,14.3,8611,39.8,22.71,20.83,8.99,9.15,97.92,19.24,0.42,2.33,13.03,25.12,1,0.01,18.1261,-65.44,0.0,0.0,-0.6039038067507829,1.6562055026757432
2015,Vieques,72147,9130,0,7339,100,5139,150,12.2,0,44.4,0,18104,24947.28,3771,237.0,6241,66.1,2059,375.8989226,17.5,1091,116,140.0,107.0,8.1,3.3,39.09,12.22,8821,37.43,22.27,21.35,7.46,9.41,97.06,19.29,0.41,2.22,12.55,22.76,0,0.0,18.1261,-65.44,0.0,4.2,-0.9439079960941732,0.9912764715532091
2016,Vieques,72147,9046,0,7229,117,5036,164,12.3,0,46.2,0,17535,23860.8,3938,240.01,6199,69.3,2219,366.6292405,19.0,1175,165,188.0,106.0,8.6,3.9,35.87,12.27,9808,34.23,21.73,22.02,8.41,6.51,96.78,0.0,0.5,2.2,11.71,20.16,0,0.0,18.1261,-65.44,0.0,4.3,-0.9200438116100718,0.23552158723273697
2017,Vieques,72147,8931,0,7136,80,5101,182,12.8,0,47.0,0,16261,21665.41,2414,245.12,6297,73.9,2170,463.7682611,22.9,1440,218,235.0,108.0,10.2,4.6,36.81,12.76,11136,29.59,21.05,22.69,7.65,9.47,96.0,0.0,0.78,1.74,13.58,23.84,0,0.0,18.1261,-65.44,150.0,0.0,-1.2712801238116245,0.38521597800978863
2018,Vieques,72147,8771,0,7042,63,4934,186,14.9,0,41.5,0,15539,20210.52,3003,251.1,6282,74.9,2344,436.4057745,20.6,1295,194,226.0,97.0,10.7,3.8,41.26,14.89,11156,28.57,20.36,23.32,6.82,9.47,94.32,0.0,0.81,0.53,14.33,24.98,0,0.0,18.1261,-65.44,0.0,0.0,-1.7915127085432747,0.837431919449719
2019,Vieques,72147,8642,0,6984,62,4908,193,7.5,0,38.2,0,14936,19080.26,1999,255.65,6228,71.2,2440,467.0770814,18.0,1121,190,232.0,99.0,12.0,5.2,45.88,7.5,10426,32.29,19.63,23.93,6.68,7.66,94.93,0.0,0.37,0.33,14.57,19.88,0,0.0,18.1261,-65.44,70.0,4.1,-1.470755900125409,0.4920455422948859
2020,Vieques,72147,8508,0,7083,171,4940,221,13.1,0,33.4,0,14040,17713.71,1455,258.86,5998,70.7,2726,574.1750604,13.0,782,207,288.0,105.0,15.4,7.1,52.6,13.12,9096,32.91,19.09,24.72,7.6,8.98,93.89,0.0,1.34,0.53,14.01,16.22,0,0.0,18.1261,-65.44,45.0,0.0,-1.5505669983800097,0.8155227429583548
2021,Vieques,72147,8317,0,7041,178,4967,156,15.2,0,33.4,0,14942,18008.7,2258,270.97,5970,73.0,2872,607.5532898,14.2,845,212,299.0,111.0,13.7,6.8,53.2,15.2,8834,30.69,18.72,25.53,12.58,10.03,93.88,0.0,2.4,0.28,16.26,15.21,0,0.0,18.1261,-65.44,0.0,4.8,-2.2449459332393062,0.5517749451251778
2022,Vieques,72147,8199,0,6912,36,5070,328,13.1,0,34.6,0,17062,19042.18,999,292.63,6017,72.3,2793,566.7944954,14.5,875,316,296.0,130.0,11.1,6.2,54.07,13.14,9193,31.36,17.98,26.36,12.45,11.08,96.18,15.07,2.7,0.26,14.88,14.42,0,0.0,18.1261,-65.44,0.0,0.0,-1.4187808103883648,0.470746635018828
2023,Vieques,72147,8147,0,6922,33,5242,278,8.6,0,37.6,0,17531,18790.15,2804,304.7,6022,69.9,2872,544.7384694,12.4,745,277,300.0,128.0,11.4,7.1,59.53,8.56,9346,33.78,17.43,27.07,15.58,12.39,97.56,14.16,2.73,0.25,14.23,16.03,0,0.0,18.1261,-65.44,0.0,0.0,-0.6342236858153383,0.8803945688657718
2024,Vieques,72147,8078,0,6882,45,5504,294,6.1,0,44.4,0,19803,20616.7,2182,313.7,5997,70.8,2782,472.2393461,12.3,738,227,256.0,,7.6,4.1,59.1,6.06,11056,32.82,16.87,27.82,13.57,16.19,97.86,16.16,3.49,0.71,12.38,17.89,0,0.0,18.1261,-65.44,0.0,0.0,-0.8469375230146015,0.9097959826321319
2011,Villalba,72149,26290,0,19805,138,8682,180,27.6,0,48.8,0,15951,23160.84,1655,224.92,15782,48.7,5454,375.0893227,14.2,2239,39,42.54409477,118.0,0.0,0.0,55.77,27.59,7318,36.74,28.14,11.65,0.0,18.02,99.81,16.54,4.01,0.0,15.41,18.32,181,0.0,18.1275,-66.4925,65.0,0.0,-1.0351966873705987,2.4479120286141822
2012,Villalba,72149,25983,0,19771,113,8645,152,28.2,0,48.4,0,16014,22780.04,1593,229.59,15815,65.5,5687,443.0045146,15.2,2405,39,43.0,125.0,0.0,0.0,54.24,28.23,7602,35.89,27.32,12.14,23.82,18.4,99.85,17.35,3.83,0.12,14.16,19.49,160,0.62,18.1275,-66.4925,0.0,0.0,-1.1677443895017126,1.8576444270081334
2013,Villalba,72149,25618,0,19668,98,8889,178,28.2,0,49.5,0,16754,23488.36,1526,232.95,15821,66.8,5632,436.8180399,16.2,2566,13,21.0,119.0,96.8,0.8,53.58,28.17,7997,34.57,26.54,12.82,22.44,18.16,99.86,17.97,3.42,0.11,14.07,17.32,185,0.72,18.1275,-66.4925,0.0,0.0,-1.4047646538121072,1.5087412954348294
2014,Villalba,72149,25196,0,19608,107,9040,179,26.5,0,49.0,0,17389,23991.04,1187,236.72,15772,66.8,5326,436.3232746,16.2,2558,28,29.0,111.0,96.8,1.1,53.82,26.53,8271,34.64,25.75,13.53,21.7,15.36,99.85,18.58,3.61,0.2,12.01,16.73,189,0.75,18.1275,-66.4925,0.0,0.0,-1.6472792567725825,1.3983911702258927
2015,Villalba,72149,24685,0,19402,109,9175,187,25.9,0,47.4,0,17818,24553.17,1255,237.0,15659,68.3,5388,373.2693398,17.0,2663,26,20.0,107.0,3.3,1.1,53.99,25.89,8420,33.12,25.07,14.23,21.94,17.37,99.98,18.91,4.32,0.21,9.22,15.46,188,0.76,18.1275,-66.4925,45.0,0.0,-2.028099698364816,1.1160596466961943
2016,Villalba,72149,24186,0,19212,99,9144,170,24.8,0,48.3,0,18974,25818.92,1234,240.01,15575,70.3,5370,426.1854057,18.6,2891,11,19.0,109.0,3.7,1.2,50.79,24.81,8733,31.08,24.22,15.04,22.6,16.7,99.96,0.0,4.07,0.21,7.57,14.19,189,0.78,18.1275,-66.4925,0.0,0.0,-2.021470528661129,0.5455825979974985
2017,Villalba,72149,23659,0,18999,100,9097,175,24.8,0,48.2,0,19893,26504.52,1935,245.12,15469,72.7,5198,402.6164428,19.7,3051,14,22.0,122.0,4.0,1.4,50.04,24.81,10449,28.75,23.44,15.88,23.11,17.01,99.84,0.0,4.62,0.12,6.84,12.45,166,0.7,18.1275,-66.4925,135.0,0.0,-2.1789464979740325,0.11376497784718802
2018,Villalba,72149,22993,0,18663,95,9089,211,22.8,0,46.1,0,19855,25824.04,1503,251.1,15288,75.6,5616,403.6248258,20.1,3073,16,24.0,113.0,4.8,1.4,48.16,22.79,10677,25.86,22.55,16.82,24.71,16.27,99.84,0.0,4.78,0.12,6.57,12.16,130,0.57,18.1275,-66.4925,0.0,0.0,-2.8149964072868627,-0.39872281278160426
2019,Villalba,72149,22403,0,18325,90,9270,178,21.9,0,46.1,0,19877,25392.23,1983,255.65,15141,78.0,5809,441.6537105,19.9,3015,0,26.0,122.0,3.8,1.1,47.8,21.86,10894,23.45,21.68,17.7,24.7,18.77,99.83,0.0,4.39,0.0,5.73,11.44,117,0.52,18.1275,-66.4925,0.0,5.0,-2.565998347323095,-0.7314081024090358
2020,Villalba,72149,21899,0,18029,99,9303,178,20.0,0,45.1,0,19355,24419.43,1702,258.86,15044,78.5,5624,537.7359947,19.7,2970,32,37.0,121.0,3.5,1.1,46.42,20.04,11596,23.01,20.8,18.74,24.71,17.01,99.84,0.0,4.36,0.2,6.2,12.59,116,0.53,18.1275,-66.4925,45.0,6.4,-2.249698701066827,-0.8201125774212978
2021,Villalba,72149,22341,0,18348,100,9380,176,18.6,0,42.8,0,20722,24974.98,1975,270.97,15523,78.6,5469,545.5135195,21.5,3333,89,72.0,138.0,3.2,1.0,44.49,18.64,12179,22.87,20.28,19.74,22.95,16.92,99.77,0.0,3.99,0.28,5.93,12.3,109,0.49,18.1275,-66.4925,0.0,4.2,2.0183570026028663,-1.0107391323558785
2022,Villalba,72149,21984,0,18226,95,9288,357,13.9,0,42.8,0,22461,25067.77,3326,292.63,15531,78.9,5344,517.4881641,21.6,3358,90,75.0,155.0,2.7,0.9,42.74,13.93,12133,22.5,19.46,20.68,22.36,14.39,99.71,23.12,3.22,0.26,6.43,12.31,142,0.65,18.1275,-66.4925,75.0,4.22,-1.5979589096280389,-1.3668163213326374
2023,Villalba,72149,21778,0,18147,98,9188,285,13.5,0,43.3,0,24882,26669.13,3155,304.7,15582,78.9,4970,551.9284374,22.5,3503,129,83.0,154.0,2.1,0.8,41.83,13.51,13451,22.56,18.89,21.58,21.31,14.71,99.71,23.83,2.8,0.27,6.08,12.17,138,0.63,18.1275,-66.4925,0.0,4.45,-0.9370451237263433,-1.429023873962212
2024,Villalba,72149,21556,0,18104,91,9257,332,11.4,0,42.4,0,26286,27366.09,2434,313.7,15649,79.3,4970,538.8970217,23.4,3665,135,108.0,,2.6,0.8,38.87,11.36,14365,22.16,18.27,22.8,22.75,13.02,99.62,23.43,2.88,0.27,6.67,12.47,131,0.61,18.1275,-66.4925,0.0,0.0,-1.0193773532923167,-1.7532214060778009
2011,Yabucoa,72151,38138,0,29729,127,13967,198,22.1,0,39.1,0,17185,24952.61,1159,224.92,24542,43.1,7196,488.4270672,13.8,3386,61,44.82186966,185.0,0.0,0.0,51.71,22.1,7642,38.27,25.44,13.22,0.0,13.82,99.79,17.3,1.4,0.1,9.71,18.67,163,0.0,18.0505,-65.8794,65.0,4.0,-0.6486570974548633,2.076164657945155
2012,Yabucoa,72151,37823,0,29677,135,13881,215,23.3,0,39.0,0,17926,25499.88,1192,229.59,24597,63.3,7475,513.4218538,12.9,3176,39,48.0,185.0,0.0,0.0,51.01,23.3,7848,37.62,24.84,13.79,25.91,14.88,99.77,16.03,1.25,0.0,9.73,17.04,159,0.42,18.0505,-65.8794,0.0,0.0,-0.8259478735119785,1.2234262299996408
2013,Yabucoa,72151,37404,0,29501,107,14140,215,22.3,0,37.6,0,17264,24203.36,1284,232.95,24591,64.7,7448,544.4134458,13.3,3266,32,43.0,189.0,93.6,1.4,51.48,22.26,7956,36.25,24.18,14.48,24.03,15.88,99.83,17.49,1.27,0.0,8.99,16.98,145,0.39,18.0505,-65.8794,0.0,0.0,-1.1077915554027928,1.1374022627431284
